device_id,discourse_flow_stage,anchor_term,rhetorical_habitat,habitat_group,sentence
K241430,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,These data support that there appears to be no biased performance of the software related to a particular set of imaging characteristics or subject demographic variables.
K241430,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"iCardio.ai 510K Summary - Page 6 of 8 - 2024 iCardio.ai Corporation iCardio.ai EchoMeasure Los Angeles, 2024 Traditional 510k Summary Subgroup analyses also revealed that the worst-case BLRSC rarely exceeded the prescribed accuracy/error limits for any subgroup investigated, including based on age, gender, weight, BMI, or Ultrasound scanner manufacturer."
K241430,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Interventricular Septal Thickness Contours/Keypoints Yes Yes overlaid on echocardiogram images User confirmation / Yes Yes rejection of result Manual editing of No Yes automated result by user 5 Performance Data The EchoMeasure software was developed and tested in accordance with iCardio.ai’s design control processes and has been subjected to extensive safety and performance testing.
K241439,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,The subgroup analysis was performed to demonstrate the robustness of the device performance under diverse conditions.
K241439,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"notification) Where generated results(i.e., PACS/Workstation/DICOM viewer PACS/Workstation/DICOM viewer DICOM files) are stored The average time taken for the The average time taken for the notification to travel from VUNO notification to travel from qXRMed-Chest X-ray Triage/VUNO PTX-PE to the point at which the Med-CXR Link Triage to the point Performance result is displayed in the destination at which the result is displayed in level Picture Archiving and the destination Picture Archiving - T"
K241439,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,The risk management process complies with ISO 14971:2019.
K241440,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,"Se 48.2 S228 i £8 a7 TTT Tram ag rrr nesses stesctecsccccscsas geccccceccs Mean Bias Ge ee $5 1 oe, ee .."
K241440,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"1 Performance Standards: No performance standards have been established for such device under Section 514 of the Federal Food, Drug, and Cosmetic Act."
K241496,beta2_c_and_b,performance,model_optimization,B_model_optimization,• Real-time Platform: Real-time Platform is a new system architecture designed around new Real time Manager (RTM) and it provides stable system performance with highspeed processing by RTM.
K241496,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,SUMMARY OF DESIGN CONTROL ACTIVITIES Risk Management activities for this modification are included in this submission.
K241508,beta2_c_and_b,performance,model_optimization,B_model_optimization,"Video Input Serial Digital Interface (SDI); de- Serial Digital Interface (SDI); de- Same interlacing applied during pre- interlacing applied during preprocessing processing Compatible Olympus EVIS EXERA III and Olympus EVIS EXERA III and Same Endoscopes FUJI EC760 series FUJI EC760 series The subject device includes the following minor changes to the technological characteristics compared to the predicate device: ● Refinement/retraining of polyp detection algorithm, including: o Utilization of s"
K241508,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,The SKOUT system is intended to aid gastroenterologists with the detection of potential colorectal polyps during colonoscopy by providing an informational visual aid on the endoscopic monitor using trained software that processes the endoscopic video in real time.
K241561,beta2_c_and_b,bias,model_optimization,B_model_optimization,"The provenance of the data does not intersect any of the clinical centers used for the development of the algorithm, mitigating the risk of a centerinduced bias."
K241561,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"• Subgroup analysis o Image modality When considering FFDM mammogram only, MammoScreen BD achieved a quadraticallyweighted Cohen’s kappa of 89.11, 95% CI [87.01 – 91.00] (see the figure below)."
K241561,beta2_c_and_b,performance,model_optimization,B_model_optimization,"A detailed description of the training data is available in the Table below: Total number of studies 108,775 Density distribution A: 12.79% B: 34.58% C: 42.94% D: 9.38% Unknown (excluded): 0.31% Patient ages First quartile (Q1): 47.0 Mean: 56.0 Third quartile (Q3): 64.0 Patient Race / Ethnicity White: 49.13% Asian: 7.63% Black or african american: 0.43% native hawaiian or pacific islander: 0.09% Unknown: 42.72% Manufacturer Hologic: 61.63% GE: 38.37% Performance Data MammoScreen BD is a software"
K241561,beta2_c_and_b,mitigation,model_optimization,B_model_optimization,"The provenance of the data does not intersect any of the clinical centers used for the development of the algorithm, mitigating the risk of a centerinduced bias."
K241561,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"The table below explains, for each Predetermined change, the data used for development/modification and testing, and the monitoring methodology."
K241561,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Therapixel has applied a risk management process following FDA-recognized standards to identify, evaluate, and mitigate all known hazards related to MammoScreen BD."
K241585,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"It reduces the impact of differences in equipment performance, acquisition parameters, reconstruction parameters and other differences."
K241585,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"IEC 62304: 2006+AMD1:2015 CSV Consolidated version, Medical device software - Software life cycle processes NEMA NU 2-2018, Performance Measurements of Positron Emission Tomographs Software NEMA PS 3.1-3.20(2022d): Digital Imaging and Communications in Medicine (DICOM) Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices Content of Premarket Submissions for Management of Cybersecurity in Medical Devices Biocompatibility ISO 10993-1: 2018, Edition 5.0, Biolo"
K241593,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"Endpoint Metric Mean Lower Upper Acceptance criteria (95% CI) Bound Bound Cobb angle with the Mean Absolute 2.56 2.0 3.28 Upper bound of the MAE largest curvature Error (°) 95% CI < 6.34° n = 212 Minor Cobb angle Mean Absolute 2.78 2.29 3.33 Upper bound of the MAE n = 189 Error (°) 95% CI < 6.34° Page 8 / 10 510(k) Summary GLEAMER – BoneMetrics (US) - K241593 A subgroup analysis was performed for the performance accuracy of BoneMetrics US in adults, and children and pediatrics population."
K241593,beta2_c_and_b,performance,model_optimization,B_model_optimization,This is confirmed through additional controls that are in place to mitigate any risk for this difference: • dedicated training of the algorithm for the indications and the patient population • performance testing for all indications and populations Page 4 / 10 510(k) Summary GLEAMER – BoneMetrics (US) - K241593 Features and Subject Device Predicate Device Discussion of Differences and Comments Characteristics Gleamer - BoneMetrics US Ib Lab GmbH - Ib Lab LAMA (K223646) Human Required Same N/A In
K241593,beta2_c_and_b,mitigation,model_optimization,B_model_optimization,This is confirmed through additional controls that are in place to mitigate any risk for this difference: • dedicated training of the algorithm for the indications and the patient population • performance testing for all indications and populations Page 4 / 10 510(k) Summary GLEAMER – BoneMetrics (US) - K241593 Features and Subject Device Predicate Device Discussion of Differences and Comments Characteristics Gleamer - BoneMetrics US Ib Lab GmbH - Ib Lab LAMA (K223646) Human Required Same N/A In
K241596,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,The following performance data were provided in support of the substantial equivalence determination.
K241596,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"They can serve as an aid in detection, localization, evaluation, diagnosis, staging, re-staging, monitoring, and/ or follow-up of abnormalities, lesions, tumors, inflammation, infection, organ function, disorders, and/ or diseases, in several clinical areas such as oncology, infection and inflammation, neurology."
K241596,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Tel: +86 (21) 67076888 Fax +86 (21) 67076889 www.united-imaging.com medical electrical equipment and medical electrical systems Software NEMA PS 3.1-3.20(2016): Digital Imaging and Communications in Medicine (DICOM) Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices Content of Premarket Submissions for Management of Cybersecurity in Medical Devices Biocompatibility ISO 10993-1:2018, Edition 5.0, Biological evaluation of medical devices - Part 1: Evaluatio"
K241620,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,The MRMC study consisted of two independent reading sessions separated by a washout period of at least 1 month in order to avoid memory bias.
K241620,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,Performance data 7.1.
K241633,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Measurement Face Face site Measurement Spot Spot type Performance, 50 to 103 bpm, ± 3 bpm 50 to 130 bpm, ± 3 bpm Heart rate (pulse rate) Measurement 60 seconds 30 seconds window Page 3 of 6 K241633 Mindset Medical, Inc Informed Vital Core Traditional 510(k) Premarket Notification Performance Testing: Test Results Software testing • Verification and validation testing of the IVC App software’s was conducted to confirm that the device meets the performance requirements and indications for use acro"
K241633,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Shih -S Jennifer Kozen Assistant Director Division of Cardiac Electrophysiology, Diagnostics, and Monitoring Devices Office of Cardiovascular Devices Office of Product Evaluation and Quality Center for Devices and Radiological Health Enclosure DEPARTMENT OF HEALTH AND HUMAN SERVICES Form Approved: 0MB No."
K241659,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,"Bias was also evaluated for automation performance, where relative bias based on inter-observer variability was met, specifically within +/- 17.37% for distance (size) and +/- 23.68% for circumference (shape)."
K241659,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,the subject submission for existing Philips AutoStrain (semi-) automated LV or 2D Auto LV SWM in the subject and Note: Per FDA Guidance segmental wall motion application in Adult Echo reference device is Technical Performance evaluation of the left Transthoracic (TTE) identical.
K241659,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Philips Ultrasound tested the subject devices per the following standards to ensure the continued safe and effective performance: • IEC 62304 Medical device software – Software life cycle processes, 2006 + A 2015 • ISO 14971 Medical devices- Application of risk management to medical devices, 2019 The approach taken by Philips Ultrasound is in alignment with the following FDA guidance documents: • Cybersecurity in Medical Devices: Quality System Considerations and Content of Premarket Submissions"
K241665,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Omni Legend has been independently tested and conforms with IEC 60601-1 and its applicable Collateral and Particular Standards including IEC 60601-1-2, 60601-1-3, 60601-2-44, as well as performance testing per NEMA NU 2-2018."
K241665,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"The images produced by the system may be used by physicians to aid in radiotherapy treatment planning, therapy guidance and monitoring, and in interventional radiology procedures."
K241671,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Clinical subgroups and confounders present in the dataset: Patients with a variety of left ventricular functional states and subjects with normal cardiac function including documented myocardial infarction within maximum two years before the study and patients with suspected or documentedInternal Use coronary heart disease.
K241671,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Additional Easy-to-clean (ETC) control panel configuration available, not affecting clinical performance and safety of the subject device."
K241671,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"4.1), Medical electrical equipment - Part 1-2: General requirements for basic safety and essential performance - Collateral Standard: Electromagnetic disturbances - Requirements and tests – IEC 60601-1-6:2010+A1:2013, Medical electrical equipment - Part 1-6: General requirements for basic safety and essential performance - Collateral standard: Usability – IEC 60601-2-37:2007 +A1:2015, Medical electrical equipment - Part 2-37: Particular requirements for the basic safety and essential performance"
K241676,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,The results met acceptance criteria on mean score shift(bias) of T1 and T2 relative to T0.
K241676,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Other Clinical Supporting Data Secondary and subgroup analyses were performed to demonstrate that accuracy results for the TriVerity test presented above are representative across the entire clinical performance study population and defined patient.
K241676,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"External controls are not provided with the External controls not provided with the assay and are not required for assay assay but are described in labeling with performance; however, labeling describes protocols available from sponsor."
K241684,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,This approach ensures that any changes enhance the device's clinical utility and reliability while maintaining compliance with the original intended use and performance standards.
K241725,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,"To mitigate recollection bias, a 30-day washout period was included in the study."
K241725,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"Subgroup Analyses Subgroup analyses were also performed for patient demographics, sensor manufacturer,at the both image and surface levels (including cavity type) for both BW and IOPA images."
K241725,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"This is supported by the results of the Multi-Reader, Multi-Case (MRMC) study, where BDCA v1.0 demonstrated robust performance in detecting caries lesions with sensitivity improvements as discussed in section 8.a.ii given below."
K241725,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"29 Alcott Way Avon CT, 06001 USA performance standards through software verification and validation, identification and mitigation of device-related hazards via cybersecurity and risk management, labeling validation, human factors testing, standalone and clinical performance testing : ● IEC 62304 Edition 1.1 2015-06 Medical device software – Software life cycle processes ● IEC 62366-1:2015: Medical devices-Part 1: Application of usability engineering to medical devices."
K241725,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"29 Alcott Way Avon CT, 06001 USA performance standards through software verification and validation, identification and mitigation of device-related hazards via cybersecurity and risk management, labeling validation, human factors testing, standalone and clinical performance testing : ● IEC 62304 Edition 1.1 2015-06 Medical device software – Software life cycle processes ● IEC 62366-1:2015: Medical devices-Part 1: Application of usability engineering to medical devices."
K241747,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"By automatically detecting the presence or absence of soft tissue lesions and calcifications in mammography images, Saige-Dx can help improve reader performance, while also reducing reading time."
K241747,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,PERFORMANCE DATA The design and development of Saige-Dx followed the following FDA recognized standards and guidance documents: ● ISO 14971:2019 – Medical Devices – Application of Risk Management to Medical Devices (#5-125) ● IEC 62304:2015 – Medical Device Software – Software Life Cycles Processes (#13-79) ● NEMA PS3 – Digital Imaging and Communications in Medicine (DICOM) Set (#12-300) ● Guidance for Industry and FDA Staff Content of Premarket Submission for Device Software Functions (June 202
K241770,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,"However, as consecutive cases were used in order to avoid selection bias, not all cases had unquestionable ground truth in terms of biopsy information or a negative MRI with negative follow-up of at least 12 months by PSA density or MRI."
K241770,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Prostate MR AI (VA10A) Traditional 510(k) Submission Predicate Device Reference Device Subject Device Equivalency Attribute TransparaTM ProstatIDTM Prostate MR AI (VA10A) Analysis K181704 K212783 Performance Reader study with 6720 reads: Reader study with 2700 reads: Reader study with 4080 reads: Equivalent – • fully crossed multi-reader, • 150 cases were read by 9 • split-plot multi-reader, multi- The difference between the multi-case design trained physicians in two case design predicate and •"
K241770,beta2_c_and_b,mitigation,model_optimization,B_model_optimization,The risks associated with the algorithm development are mitigated as far as possible.
K241770,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Prostate MR AI (VA10A) Traditional 510(k) Submission Nonclinical Test Summary 21CFR § 807.92(b)(2) Automatic prostate segmentation To monitor the performance of the automatic prostate segmentation, an automated test routine was established that compared the segmentation result of 222 transversal T2 series from more than 10 clinical sites against ground truth generated by radiologists."
K241831,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Total Number of Exams Non-can Test Description Subgroup Cancer (FFDM / DBT pooled) cer White Non-Hispanic 529 728 89 White Hispanic 324 255 69 Black 351 253 37 Ethnicity Turkish 189 149 27 Asian 601 544 57 Other 360 203 108 Above 50 years old 13024 11523 1498 Age Groups Below 50 years old 2845 2637 208 Mass <20 mm 705 0 705 Lesion Size Mass 20 - 50mm 573 0 573 Mass >50mm 120 0 120 Mass 917 0 917 Calcification Groups 541 0 541 Radiological Lesion Architectural Subtypes 663 0 663 Distortion Asymme
K241831,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Summary of non-clinical performance data In the design and development of Transpara 2.1.0, ScreenPoint applied the following voluntary FDA recognized standards and guidelines: Standard ID Year / Standard Title FDA Edition Recognition # IEC 62366-1 Edition 1.1 Medical devices - Part 1: Application of usability 5-129 2020-06 engineering to medical devices ISO 20417 First edition Medical devices – Information to be supplied by the 5-135 2021-04 manufacturer Corrected version 2021-12 ISO 14971 Third"
K241831,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"ScreenPoint has applied a risk management process in accordance with FDA recognized standards to identify, evaluate, and mitigate all known hazards related to Transpara 2.1.0."
K241831,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Summary of non-clinical performance data In the design and development of Transpara 2.1.0, ScreenPoint applied the following voluntary FDA recognized standards and guidelines: Standard ID Year / Standard Title FDA Edition Recognition # IEC 62366-1 Edition 1.1 Medical devices - Part 1: Application of usability 5-129 2020-06 engineering to medical devices ISO 20417 First edition Medical devices – Information to be supplied by the 5-135 2021-04 manufacturer Corrected version 2021-12 ISO 14971 Third"
K241837,beta2_c_and_b,bias,model_optimization,B_model_optimization,"To reduce bias in the training data, the following selection criteria are in place: ● Datasets from multiple clinical sites (institutions) are included ● Datasets include clinical sites of multiple country origin."
K241837,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,• Performance Testing – The predicate and subject device were both validated using an automatic contouring test to ensure the contours were accurate.
K241887,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"• Tests according to the Standalone Performance Testing Protocol v2.0, submitted as part of the K233964 predicate device submission, have been repeated for the applicable parts of the subject device."
K241887,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"• Risk mitigation measures identified during Risk Management have been successfully verified or validated, as applicable."
K241887,beta2_c_and_b,monitoring,device_hardware_monitor,D_technical_depoliticized,"GI Genius™ Module 100, 200, and 300 are compatible with Video Processors featuring SDI (SMPTE 259M), HD-SDI (SMPTE 292M), 3G/SDI (SMPTE 424 M) output ports and endoscopic display monitors featuring SDI (SMPTE 259M), HD-SDI (SMPTE 292M), 3G/SDI (SMPTE 424 M) input ports."
K241887,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"• Risk mitigation measures identified during Risk Management have been successfully verified or validated, as applicable."
K241891,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,Results were analyzed within smoking subgroups.
K241891,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"SUMMARY OF CLINICAL TESTING To evaluate the performance of the device, a retrospective, multicenter study was performed using ScreenDx software with the primary endpoint to evaluate the software’s performance in CT chest cases containing interstitial lung findings compatible with interstitial lung disease versus those without such patterns."
K241891,beta2_c_and_b,mitigation,model_optimization,B_model_optimization,Risk Mitigation: Evaluate device model on Test dataset metrics.
K241922,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,PERFORMANCE DATA AND TESTING 1) Performance Test A bench performance test was conducted to verify the substantial equivalence in performance between the subject device (Myomics) and the predicate device (Myomics Q).
K241922,beta2_c_and_b,risk_management,model_optimization,B_model_optimization,Feature comparison table of Myomics with the predicate devices Subject Device Primary Device Reference Device - Myomics Myomics Q (K211432) cvi42 Auto (K213998) Manufactured by Phantomics Manufactured by Phantomics Manufactured by Circle Imaging Modalities MR MR MR and CT Imaging Type Cardiovascular Cardiovascular Cardiovascular DICOM Compliant Yes Yes Yes Networking Import and Display Yes Yes Yes MR images Images can be displayed by study Yes Yes Yes and series Segmentation of Yes (Endocardium 
K241923,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"In addition, the results of the subgroup analysis, which included different genders, age groups, race or ethnicity groups, CT manufacturer groups, and CT slice thickness groups, demonstrated that EFAI MLSCT consistently performed high performance, underscoring its reliability and effectiveness across diverse subgroups."
K241923,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Performance Data Performance of the EFAI MLSCT has been evaluated and verified in accordance with software specifications and applicable performance standards through software verification and validation testing.
K241923,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"Thus, the proposed device does not raise new questions of safety or efficacy, as the risks and technology used by both devices are the same and are mitigated similarly."
K241923,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,The device has been designed to meet the requirements associated with ISO 14971:2019 Medical devices — Application of risk management to medical devices.
K241960,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,IEC 62304:2006/ A1:2015 IEC 62304:2006 IEC 62304:2006/ A1:2015 Performance Testing ISO 14971:2019 ISO 14971:2007 ISO 14971:2007 ANSI/AAMI SW96:2023 Severity classification Severity classification AHI ≥ 5 AHI ≥ 5 PPA% [95% CI]: 87.5 PPA% [95% CI]: 73.6 NPA% [95% CI]: 91.9 NPA% [95% CI]: 65.8 OPA% [95% CI]: 87.9 OPA% [95% CI]: 73.0 N/A AHI ≥ 15 AHI ≥ 15 PPA% [95% CI]: 74.1 PPA% [95% CI]: 54.5 NPA% [95% CI]: 94.7 NPA% [95% CI]: 89.8 Clinical performance OPA% [95% CI]: 81.5 OPA% [95% CI]: 67.2 Type 
K241960,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Sleepware G3 is a software application used for The Nox Sleep System is used to measure, record, analysis (automatic and manual scoring), display, display, organize, analyze, summarize, and retrieve retrieval, summarization, report generation, and physiological parameters during sleep and wake.The networking of data received from monitoring devices DeepRESP is a cloud-based artificial intelligence- Nox Sleep System allows the user to decide on the used to categorize sleep related events that hel"
K241971,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"◌ The average Cohen’s kappa coefficient is 0.818 (threshold 0.7) □ Time/duration test ◌ The average speed is 30.06 FPS (threshold 20 FPS) ▣ Demographic distribution: □ Gender: Female □ Age: Reproductive age, specific age not collected □ Ethnicity/Country: Americans and Koreans □ BMI: Ranging from 17-45.4, distributed across underweight, standard range or overweight categories ▣ Information about clinical subgroups and confounders present in the dataset: □ We divided the fetal ultrasound images, "
K241971,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"Biocompatibility test has been conducted for the new transducers, and image performance test has been conducted for the new transducers."
K241971,beta2_c_and_b,monitoring,governance_compliance,C_governance_compliance,"Title AAMI ANSI ES60601-1:2005/(R)2012 and A1:2012, C1:2009/(R)2012 and A2:2010/(R)2012 (Consolidated Text) Medical electrical equipment - IEC 60601-1 Part 1: General requirements for basic safety and essential performance (IEC 60601-1:2005, MOD) IEC60601-1-2: 2020-09(4.1 Edition) , Medical electrical equipment - Part IEC 60601-1-2 1-2: General requirements for basic safety and essential performance - EMC IEC 60601-2-37 Edition 2.0 2007, Medical electrical equipment – Part 2- IEC 60601-2-37 37: "
K241971,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Title AAMI ANSI ES60601-1:2005/(R)2012 and A1:2012, C1:2009/(R)2012 and A2:2010/(R)2012 (Consolidated Text) Medical electrical equipment - IEC 60601-1 Part 1: General requirements for basic safety and essential performance (IEC 60601-1:2005, MOD) IEC60601-1-2: 2020-09(4.1 Edition) , Medical electrical equipment - Part IEC 60601-1-2 1-2: General requirements for basic safety and essential performance - EMC IEC 60601-2-37 Edition 2.0 2007, Medical electrical equipment – Part 2- IEC 60601-2-37 37: "
K242005,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"The Versana Premier/Versana Premier Lotus/LOGIQ F complies with voluntary standards: GE HealthCare 510(k) Premarket Notification Submission • AAMI/ANSI ES60601-1, Medical Electrical Equipment – Part 1: General Requirements for Safety, 2005/A2:2021 • IEC 60601-1-2 Medical Electrical Equipment – Part 1-2: General Requirements for Basic Safety and Essential Performance – Collateral Standard: Electromagnetic Disturbance - Requirements and Tests, Edition 4.1, 2020 • IEC 60601-2-37, Medical Electrical"
K242005,beta2_c_and_b,monitoring,device_hardware_monitor,D_technical_depoliticized,"The system is a mobile console that includes an operator control panel, display monitor and transducers."
K242005,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"The Versana Premier/Versana Premier Lotus/LOGIQ F complies with voluntary standards: GE HealthCare 510(k) Premarket Notification Submission • AAMI/ANSI ES60601-1, Medical Electrical Equipment – Part 1: General Requirements for Safety, 2005/A2:2021 • IEC 60601-1-2 Medical Electrical Equipment – Part 1-2: General Requirements for Basic Safety and Essential Performance – Collateral Standard: Electromagnetic Disturbance - Requirements and Tests, Edition 4.1, 2020 • IEC 60601-2-37, Medical Electrical"
K242020,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,A retrospective data analysis N/A – the equivalent functionality Subject of this study was conducted to evaluate is performed manually by the submission the performance of the Auto users to select the most ElastQ software compared to appropriate frames and ROI manual measurements performed positions.
K242020,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"The design process incorporated IEC 62304 Medical Device Software – Software life cycle processes, 2006 + A 2015 and Risk Management procedures were applied in accordance with ISO 14971 Medical devices - Application of risk management to medical devices, to ensure the continued safe and effective performance."
K242054,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,STN and VIM region of interest (ROI) annotation accuracy for the subject device was validated using the same performance test protocol and acceptance criteria as the predicate OptimMRI (K230150).
K242054,beta2_c_and_b,risk_management,model_optimization,B_model_optimization,"Three models have been implemented within OptimMRI (v2) to segment the following regions of interest of the brain: - STN region of interest (STN itself) - Inferior part of the Ventral Intermediate Nucleus (VIM) and Zona Incerta - Inferior-lateral part of the Ventral Intermediate Nucleus (VIM) OptimMRI (v2) complies with the following standards: - IEC 62304 Edition 1.1 2015-06 CONSOLIDATED VERSION, Medical device software - Software life cycle processes Special 510(k) Premarket Notification Optim"
K242062,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"As such, this subgroup was not independently evaluated within the clincial evaluation of 1CMR Pro: adults have been considered to be people >= the age of 18 years."
K242062,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Verification and validation testing were conducted to ensure specifications and performance of the device and were performed per the FDA Guidance documents “Guidance for the Content of Premarket Submissions for Software Contained in Medical Devices” and “Content of Premarket Submission for Management of Cybersecurity in Medical Devices”.
K242062,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Non-Clinical and/or Clinical Tests Summary & Conclusions 21 CFR 807.92(b) Non-clinical testing included the use of data obtained through the internal risk management process, software verification and validation testing, usability engineering, internal validation."
K242123,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"Metrics All Cases (N=308) Vessels DSC 0.955 (0.953, 0.957) Parenchyma DSC 0.999 (0.999, 1.000) In order to assess the generalization of the performance in different patient subgroups, further stratifications were derived from the complete dataset by age (Table 4), by gender (Table 5), by race (Table 6), by clinical site (Table 7), by scanner manufacturer (Table 8), by the presence of stenosis (Table 9)."
K242123,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Performance Data 4.1 Summary of Digital Phantom Validation Digital phantom evaluation was performed to validate the “vessel density ratio value"" output as calculated by Brainomix 360 e-CTA."
K242123,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,The device has been designed to meet the requirements associated with ISO 14971:2019 (risk management).
K242129,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"The performance of VitalRhythm, when assessed using the independent test database, in terms of sensitivity, specificity, positive predictive value (PPV), negative predictive value (NPV), and accuracy is provided in the table below: K242129 page 11 of 11 Rhythm Sample size Observed performance Patient Dataset Sensitivity Specificity PPV NPV Accuracy Atrial fibrillation/ flutter 421 1512 99.9 99.9 99.8 99.9 99.9 AV block (2nd degree, Type I and II) 118 716 98.7 100.0 99.9 99.9 99.9 Paroxysmal supr"
K242129,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"To ensure an unbiased performance assessment, test datasets are sequestered at the clinical site level."
K242129,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"The features, operating procedures, and mitigations in place for the compatible devices ensure continuous data collection and transmission to support the VitalRhythm application for the intended use."
K242129,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,"Shih -S Jennifer Kozen Assistant Director Division of Cardiac Electrophysiology, Diagnostics, and Monitoring Devices Office of Cardiovascular Devices Office of Product Evaluation and Quality Center for Devices and Radiological Health Enclosure DEPARTMENT OF HEALTH AND HUMAN SERVICES Form Approved: OMB No."
K242166,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"Validation results Heart segmentation: • 100% of cases bone removal correct • 99% of cases each segmented structure is clearly visible • 100% of cases the rendered view of the heart is clinically usable Due to this low failure rate, a subgroup analysis would not provide meaningful insight Validation of LAA Localization Acceptance criteria LAA Localization: • LAA localized within 10mm of the landing zone contour center as computed by the predicate device, in 95% of all cases, with a confidence of"
